"","TS001","TS002","TS003","TS004","TS005","TS007","TS008","TS009","TS010","TS011","TS012"
"CFB",3.29039535615202,3.82454259623029,1.80236721267633,7.12610279188355,3.69225808400384,4.37103619552531,5.69605340601513,5.12724657154981,3.3344167835704,2.91666387378469,6.98838212360249
"EBP",64.7111086709898,36.6350922375744,28.2971652390185,39.1935653553596,36.119916039168,47.7691812796694,40.1644791449785,64.1789829473304,46.3591494748014,72.4499306248118,61.6905456428358
"PDK4",34.8233508526089,31.6027993477977,35.8671075322591,53.7198518157376,51.5310802158797,48.8619403285507,63.5329033747841,85.2183740512762,55.1792196765038,102.083235582464,48.5572068243414
"PECR",1.37099806506334,1.61033372472854,0.5407101638029,2.74080876610906,2.88959328313344,1.40497591999028,1.75263181723542,2.65202408873266,1.61342747592116,2.56666420893053,1.44587216350396
"TMEM160",14.5325794896714,15.2981703849212,7.0292321294377,4.24825358746904,2.08692848226304,1.71719279109923,2.19078977154428,2.47522248281715,3.22685495184233,1.04999899456249,3.01223367396659
"TMEM164",18.0971744588361,23.9537141553371,24.5121940923982,24.1191171417597,45.9124266097869,41.2126269863815,34.6144783903996,27.0506457050731,31.945864023239,40.4832945681315,27.230592412658
"USE1",35.0975504656216,24.7588810177014,19.4655658969044,20.281984869207,14.9295652961895,18.1085785243191,10.8078962062851,14.6745332909874,8.71250836997428,10.8499896104791,12.0489346958664
"ALG5",42.7751396299763,32.2066744945709,21.9888799946513,16.4448525966544,12.039972013056,14.8303013776751,14.1671071893197,13.6137236554943,14.8435327784747,14.5833193689235,13.253828165453
"PHYH",63.0659109929138,48.5113034574474,54.07101638029,34.9453117678905,30.1801965127271,56.823470541829,46.590795808175,62.2341652822598,46.2515876430733,57.7499447009369,47.1113346608375
"IFI30",9.5969864554434,5.0322928897767,5.22686491676137,8.22242629832718,5.61865360609281,3.7466024533074,4.08947424021599,6.36485781295839,2.25879846628963,3.14999698368747,3.61468040875991
"DPM3",46.0655349861283,35.427341944028,23.7912472073276,21.1042274990398,19.5850211412378,26.0701087375974,17.9644761266631,20.3321846802837,23.4484793167209,19.0166484570762,23.2544439630221
"ZFYVE21",112.147641722181,93.6006477498466,108.14203276058,88.5281231453226,77.6979527242548,62.4433742217901,83.6881692729915,77.7927066028247,55.501905171688,67.0832690970479,66.9920769090169
"MSRA",42.5009400169636,36.0312170908012,20.1865127819749,16.3078121583489,7.86611504852993,6.24433742217901,6.13421136032399,5.12724657154981,4.3024732691231,4.89999530795828,4.69908453138788
"SLC31A2",51.275327633369,51.1280957601312,58.2164609694456,46.0455872706322,46.3940254903092,105.68541087038,50.0960594426459,41.3715757842295,75.7235295365666,54.8332808271522,52.0513978861427
"MRPL14",124.212424694739,105.678150685311,56.4140937567693,40.838050615025,27.2906032295936,28.25562683536,20.7394765039525,24.221820010425,29.0416945665809,27.4166404135761,23.4954226569394
"MRPL16",90.7600719071933,67.6340164385988,89.3974137487462,67.8350169611992,68.5475739943322,101.626591545963,71.5657992037798,62.5877684940908,88.2007020170236,94.3832429556727,81.0893305031806
"MRI1",10.9679845205067,10.6684609263266,11.5351501611285,13.7040438305453,12.039972013056,27.4750846575876,36.6592155105076,26.6970424932421,28.2887617444844,23.4499775452289,16.7480192272542
"FADD",35.0975504656216,32.0053827789798,35.1461606471885,25.2154406482033,19.2639552208896,20.7624219287452,16.2118443094277,17.8569621974666,22.0501755042559,21.5833126660067,19.8807422481795
"P2RY14",0.822598839038006,1.61033372472854,1.0814203276058,2.60376832780361,4.013324004352,1.40497591999028,1.89868446867171,1.94481766507062,0.752932822096543,1.04999899456249,4.57859518442922
"HSD17B3",40.0331434998496,40.4596348338046,88.1357566998728,55.7754583903194,109.483478838723,99.1288565770918,84.5644851816092,79.7375242678953,86.049465382462,96.3665743898463,110.247752467177
"MRAP",0.274199613012669,0.402583431182136,0.5407101638029,0.822242629832718,1.44479664156672,1.2488674844358,0.730263257181427,0.353603211831021,1.29074198073693,0.466666219805551,2.53027628613194
"APOC1",9.04858722941806,7.44779347686951,1.6221304914087,8.77058805154899,12.6821038537523,5.77601211551558,7.0105272689417,6.5416594188739,6.34614807195658,14.6999859238749,10.9645305732384
"TRADD",17.0003760067855,14.4930035225569,15.6805947502841,14.6633268986835,16.053296017408,17.3280363465467,15.0434230979374,18.0337638033821,19.5762533745101,16.6833173580484,16.1455724924609
"WDR45",19.7423721369121,17.3110875408318,16.4015416353546,19.048620924458,24.7220758668083,22.9479400265079,24.6828980927322,26.3434392814111,26.6753342685632,22.6333116605692,25.6642309021953
"TBC1D14",31.8071551094696,87.5618962821145,93.903331780437,45.4974255174104,35.959383078994,41.2126269863815,33.3000045274731,29.8794713997213,43.6701036815995,39.5499621285204,31.0862515153352
"PXMP2",12.8873818115954,8.65554377041592,8.47112589957877,6.44090060035629,3.53172512382976,0.624433742217901,1.75263181723542,2.12161927098613,1.72098930764924,1.51666521436804,2.16880824525594
"PXMP4",13.4357810376208,19.3240046967425,14.4189377014107,13.018841639018,12.2005049732301,9.36650613326851,10.9539488577214,13.0833188377478,10.2183740141674,9.44999095106241,10.9645305732384
"HSD17B11",21.9359690410135,14.0904200913748,24.1517206498629,25.0784002098979,31.6249931542938,31.8461208531129,30.3789514987474,29.5258681878903,26.8904579320194,27.8833066333817,34.9419106180124
"EXTL1",4.66139342121537,5.43487632095883,2.52331409774687,8.08538586002173,3.69225808400384,5.15157837329768,4.67368484596113,12.1993108081702,5.48565341813196,5.48332808271522,3.13272302092525
"ACSF2",21.3875698149882,9.25941891718912,20.7272229457778,23.1598340736216,43.6649651673498,35.7488317419748,37.0973734648165,36.5979324245107,45.2835311575207,50.6332848489023,47.7137813956308
"SEPP1",7.95178877736739,17.713670972014,7.0292321294377,47.6900725302976,43.3438992470016,14.6741929421207,38.9960579334882,53.0404817746532,25.5997159512825,27.066640748722,46.5088879260441
"PNP",12.8873818115954,15.0968786693301,20.1865127819749,20.0079039925961,33.3908557162087,34.6560726930935,64.5552719348381,38.7195516954968,46.3591494748014,26.5999745289164,30.8452728214179
"ABCG1",8.50018800339273,10.4671692107355,5.58733835929664,3.97417271085814,2.4079944026112,1.2488674844358,2.48289507441685,3.71283372422572,0.537809158640388,1.28333210446527,2.04831889829728
"EBF1",19.7423721369121,22.7459638617907,15.5003580290165,35.6305139594178,24.7220758668083,16.7036026043288,26.2894772585314,42.2555838138071,20.5443098600628,32.8999684962913,43.7376329459949
"BDH2",25.7747636231909,25.3627561644746,26.6750347476098,33.1637860699196,44.4676299682202,47.300855973006,46.4447431567388,29.3490665819748,40.0130014028449,26.8333076388192,42.2917607824909
"PYCARD",1.91939729108868,3.22066744945709,1.6221304914087,4.52233446407995,3.85279104417792,3.1221687110895,3.79736893734342,4.24323854197226,1.61342747592116,3.03333042873608,4.45810583747055
"CCDC51",27.9683605272922,30.3950490542513,26.6750347476098,16.7189334732653,14.2874334554931,14.0497591999028,10.6618435548488,12.7297156259168,17.1023312447643,17.0333170229026,15.6636151046263
"G0S2",61.4207133148378,46.2970945859456,49.5650983485992,34.6712308912796,40.7753718842164,39.6515426308367,49.8039541397733,57.2837203166255,57.6531418062496,42.4666260023051,45.0630157625402
"LAGE3",25.7747636231909,19.9278798435157,21.0876963883131,18.5004591712362,15.4111641767117,12.0203495376946,14.313159840756,14.4977316850719,14.5208472832905,10.7333230555277,10.6030625323624
"ACADVL",328.216936776164,397.75243000795,277.20407730962,227.761208463663,154.432707687465,113.334724212549,126.043438189514,138.61245903776,88.738511175664,103.133234577027,121.814729775209
"KRT10",97.0666630064847,88.3670631444788,76.9610799812795,47.9641534069085,36.4409819595162,55.4184946218387,53.4552704256805,38.8963533014124,40.5508105614852,38.0332969141524,47.4728027017134
"MGST2",61.1465137018251,44.485469145626,72.4551619495886,61.5311567991484,68.2265080739841,73.9953984528212,70.6894832951621,63.2949749177528,96.8056485552698,52.4999497281245,61.6905456428358
"ACSM5",0.274199613012669,0.603875146773204,0.5407101638029,3.97417271085814,7.06345024765953,1.8733012266537,3.35921098303456,3.18242890647919,1.18318014900885,2.09999798912498,1.3253828165453
"PSMB10",31.2587558834442,14.694295238148,16.5817783566223,14.1151651454617,10.1135764909671,7.33709647106033,9.78552764623112,15.2049381087339,8.28226104306197,7.46665951688881,9.15719036885843
"RGN",6.85499032531672,7.24650176127844,5.9478118018319,20.0079039925961,18.1402244996711,19.045229137646,18.9868446867171,17.5033589856356,8.71250836997428,12.7166544897013,19.0373168194688
"FADS1",46.8881338251663,105.678150685311,82.0077081767732,80.0316159703845,106.754418515763,114.271374825876,81.4973795014473,92.9976447115586,99.2795706850156,145.949860244186,139.888131819008
"GHR",7.12918993832938,9.66200234837126,7.0292321294377,10.6891541878253,14.2874334554931,8.58596395549614,14.6052651436285,20.5089862861992,8.49738470651813,12.1333217149443,13.7357855532876
"FGF18",1.91939729108868,3.42195916504815,1.80236721267633,1.37040438305453,0.48159888052224,0,1.31447386292657,1.41441284732409,0.107561831728078,0.816665884659714,0.240978693917327
"ASAH2",0,0.805166862364272,0.180236721267633,0.137040438305453,0.32106592034816,0.31221687110895,0.876315908617712,1.76801605915511,2.04367480283347,1.74999832427082,0.481957387834654
"TICAM1",5.48399226025337,6.84391833009631,8.83159934211404,8.77058805154899,19.7455541014119,9.21039769771404,12.9986859778294,13.2601204436633,15.4889037688432,11.6666554951388,15.0611683698329
"ARL6IP4",261.312231201073,222.024762296948,142.206773080163,113.33244247861,71.4371672774657,84.6107720705256,78.5763264727215,78.8535162383178,63.5690425512938,75.833260718402,80.9688411562219
"NNMT",3.83879458217736,2.61679230268388,1.98260393394397,3.42601095763632,1.44479664156672,1.56108435554475,3.21315833159828,4.24323854197226,0.752932822096543,1.16666554951388,1.68685085742129
"CPT2",54.2915233765084,94.2045228966198,109.764163251989,60.7089141693157,52.6548109370983,79.4591936972279,54.1855336828619,40.841170966483,75.7235295365666,59.9666092450133,60.7266308671664
"PXK",14.5325794896714,37.4402590999386,16.5817783566223,13.1558820773235,6.26078544678913,4.21492775997083,4.67368484596113,6.18805620704287,5.16296792294772,6.18332741242355,6.86789277664382
"PLA2G16",293.667785536568,187.402587215284,180.777431431436,124.021596666435,98.5672375468852,135.970447367948,111.438173045886,104.489749096067,132.838862184176,124.133214468277,112.778028753309
"HSD17B10",38.6621454347863,33.6157165037083,37.4892380236678,30.6970581804215,30.8223283534234,33.8755305153211,28.3342143786394,36.4211308185952,41.3037433835818,38.3832965790066,34.8214212710538
"ETFB",122.29302740365,92.3928974563002,68.1294806391655,56.4606605818466,46.2334925301351,63.6922417062259,43.3776374765768,56.0461090752169,77.5520806759439,55.4166136019092,58.6783119688692
"HACL1",91.5826707462313,92.1916057407091,53.5303062164871,37.6861205339996,9.79251057061889,13.1131085865759,13.5828965835745,9.72408832535309,11.9393633218166,12.4833213797985,12.4104027367423
"GALT",10.9679845205067,18.1162544031961,15.6805947502841,16.7189334732653,27.6116691499418,21.6990725420721,23.9526348355508,23.3378119808474,13.0149816390974,20.6499802263956,20.1217209420968
"FXYD1",1.91939729108868,1.00645857795534,1.0814203276058,2.05560657458179,0.963197761044481,1.09275904888133,1.31447386292657,3.88963533014124,1.9361129711054,3.26666353863886,3.85565910267723
"RBP4",4.93559303422804,4.62970945859456,6.30828524436717,4.11121314916359,2.4079944026112,0.624433742217901,0.292105302872571,0.707206423662043,0.322685495184233,0.583332774756939,0.722936081751981
"TMEM223",10.6937849074941,16.7072123940586,15.6805947502841,10.4150733112144,12.2005049732301,10.9275904888133,10.9539488577214,12.7297156259168,16.7796457495801,15.3999852535832,13.7357855532876
"CYP17A1",207.294907437577,44.2841774300349,30.6402426154977,57.8310649649012,97.7645727460148,39.8076510663912,51.702638608445,36.7747340304262,80.456250132602,577.382780454418,331.466193483284
"RNASEL",12.0647829725574,8.05166862364272,10.0932563909875,12.1965990091853,22.6351473845453,13.8936507643483,13.290791280702,12.5529140200013,17.3174549082205,14.8166524788262,16.7480192272542
"BOLA1",23.0327674930642,18.3175461187872,17.1224885204252,15.2114886519053,11.0767742520115,11.0836989243677,8.90921173761341,9.19368350760656,10.6486213410797,9.21665784115963,10.0006157975691
"ANG",12.0647829725574,9.86329406396233,31.3611895005682,16.3078121583489,20.8692848226304,23.7284822042802,18.8407920352808,25.282629645918,32.0534258549671,21.2333130011526,21.5675931056008
"FAM110C",28.2425601403049,22.1420887150175,50.1058085124021,29.1896133590615,31.7855261144679,32.4705545953308,33.8842151332182,35.3603211831021,41.4113052153099,34.1833006007566,27.1101030656993
"NMI",12.3389825855701,8.85683548600699,10.0932563909875,9.3187498047708,15.7322300970599,11.3959157954767,12.7065806749568,9.72408832535309,10.9713068362639,9.33332439611102,12.169424042825
"ACAT1",253.360442423706,225.849304893178,111.386293743397,88.5281231453226,26.8090043490714,35.1243979997569,31.1092147559288,35.1835195771866,39.2600685807483,47.0166216454093,39.1590377615657
"B3GNT1",39.4847442738243,36.0312170908012,41.6346826128233,36.8638779041668,62.9289203882394,60.1017476884729,47.3210590653565,58.521331558034,57.4380181427934,70.2332660807354,45.9064411912508
"TSFM",74.0338955134205,66.2249744294613,54.6117265440929,32.4785838783924,23.1167462650675,34.812181128648,22.6381609726242,23.6914151926784,32.1609876866952,27.7666400784303,28.3149965352859
"IDUA",15.9035775547348,15.0968786693301,16.9422517991575,15.8966908434325,22.9562133048935,19.8257713154184,24.8289507441685,22.6306055571854,22.157737335984,20.8833133362984,20.2422102890555
"AOX1",65.2595078970151,51.5306791913134,72.274925228321,86.1984356941299,79.7848812065178,100.533832497082,78.5763264727215,113.329829391842,120.254127871991,163.799843151748,131.092409491026
"ECHDC2",106.115250235903,105.47685896972,102.734931122551,98.8061560182316,85.8851336931329,125.198965314689,120.931595389244,137.551649402267,93.4712317716994,99.1665717086796,105.669157282748
"SARDH",4.3871938082027,2.21420887150175,3.06402426154977,3.56305139594178,4.65545584504832,3.27827714664398,4.67368484596113,5.48084978338083,3.44197861529848,4.08332942329857,3.13272302092525
"F8A1",0.548399226025337,2.81808401827495,3.2442609828174,3.15193008102542,2.56852736278528,6.55655429328796,4.38157954308856,4.42004014788777,6.66883356714081,5.94999430252077,2.77125498004926
"SHPK",15.6293779417221,31.8040910633887,39.2916052363441,29.3266537973669,24.4010099464602,43.8664703908075,33.3000045274731,34.2995115476091,42.3793617008626,31.9666360566802,30.1223367396659
"HEXB",37.8395465957483,29.9924656230691,29.3785855666243,48.7863960367413,55.8654701405799,54.0135187018484,72.2960624609613,62.5877684940908,91.4275569688659,70.4665991906382,67.3535449498929
"CMBL",12.6131821985828,12.6813780822373,16.9422517991575,16.1707717200435,28.4143339508122,20.4502050576362,22.7842136240605,24.0450184045095,21.7274900090717,34.0666340458052,35.5443573528058
"FABP3",33.7265524005582,10.8697526419177,20.0062760607073,18.9115804861525,22.3140814641971,17.7963616532102,18.6947393838445,19.0945734388752,20.1140625331505,21.1166464462012,30.0018473927072
"GRIA3",1.64519767807601,1.20775029354641,0.180236721267633,6.30386016205084,6.26078544678913,1.09275904888133,5.25789545170627,4.42004014788777,1.9361129711054,6.06666085747216,7.22936081751981
"NOL3",9.5969864554434,10.8697526419177,5.58733835929664,17.2670952264871,18.6218233801933,9.52261456882299,13.7289492350108,18.9177718329596,13.6603526294659,16.9166504679512,25.784720249154
"HSD3B2",3.29039535615202,2.61679230268388,0.5407101638029,7.81130498341082,13.3242356944487,5.77601211551558,8.61710643474084,10.6080963549306,6.88395723059696,11.1999892753332,20.0012315951382
"NUDT6",6.85499032531672,8.85683548600699,4.8663914742261,2.87784920441451,2.88959328313344,2.34162653331713,2.19078977154428,1.41441284732409,3.22685495184233,2.56666420893053,2.89174432700793
"NUDT7",28.5167597533175,20.73304670588,16.5817783566223,12.3336394474908,7.70558208835585,5.46379524440663,10.22368560054,6.36485781295839,7.63689005269351,7.69999262679159,7.71131820535447
"DEPTOR",11.5163837465321,9.05812720159806,6.12804852309954,6.9890623535781,3.2106592034816,2.65384340442608,5.69605340601513,4.06643693605675,1.9361129711054,4.19999597824996,4.21712714355322
"ACCS",24.6779651711402,43.6803022832617,40.5532622852175,48.6493555984358,65.0158488705025,81.800820230545,51.702638608445,95.2960655884603,58.0833891331619,52.0332835083189,55.0636315601093
"CPT1C",12.8873818115954,22.9472555773817,16.4015416353546,14.6633268986835,9.95304353079297,6.40044585773348,8.76315908617712,14.3209300791564,6.34614807195658,7.34999296193743,14.4587216350396
"PCBD1",33.4523527875456,29.589882191887,39.2916052363441,32.3415434400869,40.7753718842164,47.6130728441149,40.7486897507236,44.9076079025397,43.2398563546872,36.8666313646385,42.6532288233669
"MDH1",153.277583674082,112.723360730998,150.677898979742,116.073251244719,123.289313413694,145.649170372325,135.975018487182,109.616995667617,184.683665077109,126.11654590245,123.381091285672
"CASP4",3.01619574313936,2.81808401827495,3.06402426154977,6.7149814769672,11.8794390528819,6.71266272884243,9.05526438904969,8.66327868986003,5.37809158640388,7.81665918174298,8.67523298102378
