"","TS001","TS002","TS003","TS004","TS005","TS007","TS008","TS009","TS010","TS011","TS012"
"ITGA3",23.6110549045968,24.0898790241609,29.4844403362682,50.2832614145957,78.069866472393,47.3716771687681,57.9827438193768,54.9729041708046,49.1524348811251,36.4080246623648,36.3989730599094
"ITGA5",9.16249891820175,12.9052923343719,9.37454000435194,18.0394751402645,15.1428620312831,6.52878884056739,23.472226710251,22.6154352601411,4.86022210578289,8.17077781201586,13.3199140545321
"ARTN",4.9336532636471,10.5393220730704,3.17524742082888,2.84086222681332,1.3460321805585,0.759161493089232,0.253753802272984,0.695859546465881,0.733618431061569,0.120158497235527,1.7144443832566
"TAGLN",261.13121916875,207.560118377815,137.140448128181,258.944591974034,107.85082846725,84.8742549273761,205.033072236571,264.774557430268,116.003414411611,89.0374464515257,111.8345259232
"FHOD3",27.4874967546053,32.0481426303569,24.7971703340922,31.6756138289685,74.0317699307175,28.0889752443016,43.2650232875438,63.3232187283952,61.1654366897583,56.3543352034623,26.9035887834113
"BEX4",140.609118013942,96.7896925077894,113.401693601032,123.293420643698,140.828616890933,173.088820424345,132.078854083088,132.735208488367,159.378604148126,155.845570914479,159.047686631343
"TMEM163",35.2403804546221,35.2744657139499,27.518810980517,42.4708902908591,56.533351583457,68.3245343780308,53.2882984773266,35.3148719831435,48.5105187539463,49.9859348499794,56.840425321815
"LIF",1.40961521818489,3.65649949473871,2.26803387202063,5.3976382309453,5.21587469966419,1.06282609032492,12.0533056079667,8.00238478435763,2.2925575970674,8.17077781201586,3.29700842933962
"ADRA2B",10.9245179409329,33.7688482749399,4.83847226031068,5.8237675649673,8.58095515106044,74.3978263227447,85.5150313659956,10.2639283103717,2.56766450871549,7.32966833136717,6.0664955099849
"ADRA2C",21.1442282727733,13.5505569510905,11.7937761345073,9.23280223714327,7.57143101564156,9.41360251430647,5.45570674886916,12.0035771765364,7.42788661449839,8.17077781201586,11.2098286597547
"SYT5",15.1533635954875,29.6821723690554,6.19929258352306,5.8237675649673,0.168254022569813,0.151832298617846,0.380630703409476,0.17396488661647,0,0.120158497235527,0.131880337173585
"WNT3",31.0115348000675,26.2407610798896,6.9553038741966,6.81806934435196,1.3460321805585,0.303664597235693,0.63438450568246,0.695859546465881,0.183404607765392,0.240316994471055,1.31880337173585
"WNT2",9.8673065272942,20.4333795294222,1.6632248394818,3.97720711753864,0.504762067709438,0.303664597235693,1.39564591250141,0.521894659849411,0.275106911648088,0,0.923162360215093
"WNT4",6.34326848183198,6.66773437275883,4.23366322777184,7.24419867837395,7.40317699307175,3.34031056959262,2.41066112159335,7.48049012450822,4.95192440966559,2.04269445300396,4.08829045238113
"POU3F1",14.0961521818489,18.0674092681207,9.67694452062136,8.38054356909928,0.67301609027925,1.973819882032,1.39564591250141,1.21775420631529,0.458511519413481,4.20554740324346,1.05504269738868
"RIN3",62.023069600135,55.2776688322264,92.2333774621723,74.8567196765309,117.273053731159,130.272112214112,93.0007685330486,95.8546525256751,125.998965534824,102.495198141905,111.175124237332
"TUBG2",37.3548032818995,30.327436985774,28.2748222711905,27.1302342660672,34.996836694521,38.565403848933,42.6306387818613,47.1444842730634,33.9298524365976,38.5708776126043,38.7728191290339
"ACTN3",14.4485559863951,40.006406236553,14.8178212972015,10.0850609051873,0,0,0.126876901136492,0.521894659849411,0,0.720950983413164,0.923162360215093
"ACTN2",32.4211500182524,35.9197303306685,35.3813284035218,69.8852107796075,112.898449144344,90.6438822748543,91.2244919171378,106.988405269129,98.3965720661329,96.847748771835,85.8540995000036
"RAB6C",2.11442282727733,4.30176411145731,4.83847226031068,1.27838800206599,3.70158849653588,5.46596275024247,4.44069153977722,2.95740307247999,5.68554284072716,2.52332844194607,2.24196573195094
"TSPAN15",45.8124945910088,41.7271118811359,32.0548787245582,31.6756138289685,20.3587367309473,17.1570497438166,18.0165199613819,17.396488661647,23.842599009501,26.194552397345,16.7488028210453
"TSPAN17",149.771616932144,117.438160242784,129.429132963311,127.412670872577,169.768308772941,231.392423093598,172.298831743356,155.350643748508,164.97244468497,158.368899356425,169.861874279577
"NOTCH1",38.0596108909919,69.9036668111812,53.5255993796869,50.993476971299,39.7079493264758,25.5078261677982,38.1899472420841,40.5338185816376,20.9998275891374,25.5937599111673,28.881793841015
"GLDC",21.4966320773195,25.8105846687438,19.0514845249733,10.9373195732313,0,0.151832298617846,0.380630703409476,0.695859546465881,0.275106911648088,0,0.527521348694339
"MARK4",179.02113270948,251.43811231468,311.779056273769,227.126935033725,320.187404950353,377.455094363966,306.661470046901,291.739114855821,359.289626612403,348.219324988558,386.145627244256
"RAB27A",45.8124945910088,27.5312903133268,46.4190932473556,25.9938893753418,25.0698493629021,34.0104348903976,32.3536097898055,21.2237161672094,21.733446020199,36.5281831596003,28.6180331666679
"FAM122B",234.700933827783,159.810536740639,274.432098514496,226.700805699703,366.120753111912,465.517827562317,365.532352174233,297.653921000781,339.573631277624,332.478561850704,297.653921000781
"CDH23",52.8605706819332,94.208634040915,115.367322956783,92.6121085941141,72.0127216598798,102.031304671193,77.6486634955331,101.421528897402,131.042592248373,99.6113942082521,115.52717536406
"PNMT",11.9817293545715,5.80738155046736,8.6185287136784,3.69312089485731,1.3460321805585,3.03664597235693,1.5225228136379,2.60947329924705,2.3842599009501,4.92649838665662,5.80273483563773
"STRA6",24.6682663182355,34.1990246860856,36.5909464685995,16.7610871381986,21.2000068437964,23.685838584384,23.218472907978,26.7905925389364,23.7508967056183,15.3802876461475,23.3428196797245
"RASL11B",31.7163424091599,31.1877898080655,17.9930687180303,29.5449671588585,21.3682608663662,17.3088820424345,16.6208740488805,33.7491880035952,30.9036764084686,18.2640915798002,17.4082045069132
"TF",217.080743600472,146.259979789548,160.425595880926,62.0728396558709,35.1650907170908,42.513043612997,102.00902851374,147.696188737383,106.191267896162,92.8825183630626,56.7085449846414
