"","logFC","logCPM","PValue","FDR"
"NOTCH1",-0.744221261555255,5.30035244411183,0.00408393140844468,0.00951633073477205
"PTPN7",0.691472857468255,7.1640605904702,0.00427278779477093,0.00986335126456468
"RIN3",0.660061891505591,6.59961144669539,0.00433490082366772,0.00991407873561044
"ACSL4",0.643587136642936,7.98704703374634,0.00551751344688362,0.0125029891869748
"RND3",-0.813500227969311,3.99430886567178,0.00730191213433698,0.016291922200948
"CRISPLD2",1.03839137762202,7.4362708861494,0.0073214711105475,0.016291922200948
"PNMT",-1.23244775750418,2.2701191731486,0.00742901571959317,0.0163836328816028
"FHOD3",0.818925084798101,5.42860666265868,0.00786365162640799,0.0171886898382546
"RAB39B",0.867582420670075,3.18657328404334,0.00870398208494586,0.0187863274260993
"FOXO4",0.589932567036245,7.08375157627144,0.00874667066397334,0.0187863274260993
"DHH",0.609064250907626,6.94154301974851,0.00891545367230758,0.0189837677332756
"GPSM1",0.508865776935433,7.44072042597504,0.00947572285812726,0.0198609505066306
"MARK4",0.515494950549757,8.25822605572725,0.00948822736754014,0.0198609505066306
"MB21D2",-0.588429010638427,5.42060124990416,0.00981746698553515,0.020377431474178
"ESPN",0.574681243200755,8.90508124073893,0.0103270477396556,0.0212565065974578
"DAAM2",0.80165443069554,7.51316635001921,0.0117889525407027,0.024065051880608
"DLL1",0.817770742595366,3.65194180613586,0.0124511118610394,0.0252083986039077
"TMEM163",0.60707261483698,5.54634222614204,0.0126382957343957,0.0253793418406158
"PDE4B",0.729916077180719,5.30752845475416,0.0139430196098178,0.0277735955131048
"UNC119",0.483529862806148,7.38165063419023,0.0154774406740621,0.0305834227719466
"CGN",0.588474066444017,7.07772700962343,0.0158851975302245,0.0307099501833971
"CLDN1",1.0296465545879,5.38737586762745,0.0158893347895136,0.0307099501833971
"SLC18B1",0.780148668813472,4.32290654642556,0.0159144681112341,0.0307099501833971
"RAB20",-0.616870051379029,4.96171879899237,0.0173488189971657,0.0332182813356584
"CTGF",0.987817554608352,6.96754179456692,0.0177625438218412,0.0337488332614983
"ITGA3",0.703283847231093,5.48537015666593,0.0179378511308627,0.0338217498421611
"WT1",0.535925012092003,7.75498973763489,0.0190913865529413,0.0357240339286099
"GUCY1B3",-0.936509940388703,2.65414867798299,0.0202117200304275,0.0375360514850797
"MSN",0.749731880280152,7.07641611014947,0.0247007136997826,0.0455304200287038
"PTGES",0.688777691634309,6.49757335385383,0.0265430887591793,0.0485640216556836
"SH3BP4",0.498937173939392,7.03176632148214,0.0270850969495682,0.0490348811709214
"TF",-0.788982300249908,6.72941067741495,0.0271974846980414,0.0490348811709214
"CLDN3",1.28059499434141,2.40777762539523,0.0286542146503732,0.0512868914394361
"TSPAN17",0.438299409232913,7.31540219953303,0.0295906830525784,0.0520808230334114
"PM20D2",-0.613915713135379,4.05499467411213,0.0297247470613858,0.0520808230334114
"JAM3",0.399331668162457,8.31741352427137,0.0297303483712996,0.0520808230334114
"AKT1",0.448156642627821,7.61966650785248,0.0343929850178129,0.059824417601407
"EPN1",-0.436313945070163,8.16230288856907,0.0363502639946009,0.0627868196270379
"CLCF1",-1.02103976516353,1.92925579781021,0.036756920985292,0.0630483297456051
"SHC4",0.523234606657847,6.71232410242256,0.0410714696502869,0.0699631241629025
"TAGLN",-0.606303348555227,7.38812965283561,0.042013673896375,0.0710779277561961
"SFXN1",0.512061556566632,5.41693377921314,0.0426630712665643,0.0716855687268121
"LPAR2",0.401629025079263,7.70676105485764,0.0430525175799374,0.071851161096247
"KCNH2",0.373513575240678,8.23051445049554,0.045030215775076,0.0746474046741192
"PIK3R2",0.457113852805014,7.11791167047987,0.0538063871403265,0.0883582807636188
"DDR1",0.513943941956229,6.88336270127874,0.0540166007907143,0.0883582807636188
"CLDN16",-1.30317215266016,-0.400495622099579,0.0560328248482671,0.091053340378434
"KCND1",0.710358519968585,3.48240278052537,0.057438236837182,0.0927270882273462
"B3GNT2",0.433534215190294,5.47990180099488,0.0582018344688486,0.0933496955441922
"ADRA2C",-0.63121382174132,3.4281467542922,0.0602632225821437,0.096032361147029
"FAM110B",0.402685780342785,6.04922317979804,0.0656589668239418,0.103960030804575
"KHK",0.608048095960376,4.24809284419822,0.0666623323725278,0.104876408254869
"RRAD",-0.784675398752766,3.41302637809908,0.069070260278159,0.107976925877882
"ADORA1",0.43157045759107,7.51730091599517,0.0719533711718186,0.111776620625404
"PRKAR1B",-0.432883769739044,5.08269782316353,0.0738540949734126,0.114012259115206
"BEX4",0.36810713261547,7.1221553341693,0.0763080702007172,0.117068902730293
"IL8",1.93115795626095,2.28224287171406,0.0851543768728906,0.129834142516074
"SIN3B",0.397785900625969,8.61929893749344,0.0936436747431821,0.141901764794883
"ITGB4",-0.641056941421153,3.39983293364392,0.0971633154923532,0.146337432479337
"NMT2",0.353981820411166,6.60050787792497,0.107357960668315,0.160711613848933
"TUBG2",0.379180719454538,5.18897830325698,0.112290653381733,0.167083080634265
"TYRO3",0.276900800657573,7.82645772122333,0.136593955137332,0.202028185143239
"LGALS4",0.775499269213658,0.97716985339913,0.142440637694916,0.209421651849073
"LIF",0.832920755650171,2.37221217649566,0.156383398632642,0.228058596238655
"PKP3",-0.784105619334333,1.00218117729982,0.156963406318102,0.228058596238655
"PVRL1",0.379739677331537,4.30680606282286,0.161149884350411,0.232772055172815
"GJB1",0.351931076994971,5.43760021637641,0.164324133332321,0.235977098448158
"DSC2",-0.73518763806951,1.74007448132207,0.184487473128923,0.263401189958635
"RAB17",0.87688236350705,2.68195911160909,0.187782236791285,0.266564439583031
"CYTIP",-0.500861201139877,2.9080310770143,0.193179354561317,0.272658860437973
"RAB44",0.845788805057261,0.320128719643771,0.206902616898123,0.290369013487707
"ADRA2B",1.03680415211558,4.53238469952912,0.211006725669157,0.29442110134486
"MYZAP",-0.563012960998437,2.28818204922935,0.212173911090628,0.29442110134486
"RAB27A",-0.327105029279455,4.98193600808145,0.215052885197349,0.296748953317013
"BCAR1",-0.22958522633412,7.94888477638608,0.217084773414384,0.297888550185293
"RAB40A",0.462334656088738,2.58966689888598,0.229312435101509,0.312929124144048
"BMP2",-0.58502374847938,1.73469698459295,0.23060801075088,0.31296801459048
"CHGA",-0.387282024865286,8.49696657519487,0.238220594454507,0.321532714919471
"CASQ2",-0.619469171881922,1.72472342887532,0.256910625810812,0.344874590082992
"CST9L",-0.279802296959019,7.12591086252047,0.261957955417012,0.349225783679288
"STRA6",-0.297401000387669,4.6297041566997,0.26297973993663,0.349225783679288
"WNT5A",-0.331042616484507,4.21543958754025,0.27042574764972,0.356252145364111
"PLAU",-0.588207728856694,2.17444617238379,0.271155479062563,0.356252145364111
"LZTS1",-0.385386753927589,6.1752299842879,0.274458366944878,0.358683685901507
"ARAF",0.23263638826798,5.9025708408963,0.289249495165369,0.37602434371498
"RASL11B",-0.284873963538256,4.60947678149876,0.308682917823667,0.399186809960449
"WNT4",-0.418032249146298,2.41680136016088,0.322148186477185,0.413825530428973
"ZCCHC12",-0.651687172683458,0.812995263075189,0.323353552116566,0.413825530428973
"DSC3",1.03804403008256,0.0368158764649914,0.334149954058604,0.423978308439501
"OLFML2B",-0.251264960911503,6.17770291822291,0.334719717189079,0.423978308439501
"CDH2",0.189648261391748,8.04745214425545,0.341409046993305,0.430245074527277
"TTYH1",-0.195790004327482,7.70797483662189,0.347022463585736,0.435099230993283
"SPSB1",-0.218458453147803,5.27629367186847,0.353856726748115,0.441427330842345
"PGBD5",-0.212324321379337,5.66833976124701,0.362569658748338,0.450023646788139
"RHOQ",-0.221111755944671,5.21502175079926,0.371271863559655,0.458520751496175
"NAB2",-0.182240324219515,6.28513813349204,0.379562843062722,0.466427971325832
"IGSF8",0.200283536350187,7.50744362566737,0.391056825358377,0.478173444868907
"RAB11FIP1",0.231604642482473,6.33831313436702,0.399578100493651,0.486186161684393
"NPPC",-0.780830702030696,-0.84825056471585,0.406383969484987,0.491138830758723
"CLDN2",-0.673596038416924,-0.649680385414521,0.407625345366552,0.491138830758723
"HBEGF",-0.300470637413976,4.24216328963752,0.412161796040299,0.494193998164825
"PSRC1",0.215272233568685,5.25684276759991,0.434328783706912,0.518257051089891
"FGF10",0.626953895568287,0.412108860334015,0.438858274410635,0.519137388071835
"FZD8",-0.245270415468654,4.22329148135846,0.439270097599245,0.519137388071835
"PIM2",0.174819045287889,5.35004460273213,0.452841680240063,0.532628071520455
"CDH23",0.189800878741623,6.58970095215483,0.45993405205022,0.538406212589594
"TPBGL",-0.202510062339254,4.90522406799991,0.470382399044426,0.548039870584779
"GADD45A",0.214787764677645,4.79594603503453,0.482157383528185,0.559121472917661
"HPCAL1",-0.14969870186832,7.37457073213597,0.492448104140589,0.568386363190306
"EFNB2",-0.16433391884329,5.97700671212959,0.511214669469669,0.584506649972766
"RAB6C",0.316283096298343,1.9775253625795,0.513426823457367,0.584506649972766
"SNX18",0.146962269763291,6.26777218863503,0.513513939449758,0.584506649972766
"TSPAN2",-0.32636047279566,1.83647057766153,0.517778678866962,0.586657493945595
"LIMS2",-0.187232608989036,4.68338621689325,0.524585535653879,0.591655832449809
"CLDN12",0.152435091782392,5.93677740135015,0.531700575929191,0.596954737520501
"DTX4",-0.184296467169655,4.35567693983546,0.534898231845266,0.597827435591768
"ZFPM1",0.13458303431011,5.49280968314019,0.577796896684685,0.642864114779807
"SESN2",-0.135767091681572,6.19728162669624,0.594202121087588,0.658152125150827
"CLDN5",-0.217103986308494,3.69257672640903,0.624760993465659,0.688910559759008
"SYCN",0.156542439739969,4.85752515305669,0.635005070888625,0.697094455597736
"VAMP1",-0.126399646745793,5.2673069716884,0.671414074050413,0.733802107479876
"RAB12",0.100409875106551,5.75613180576743,0.684526210698454,0.744836890055146
"WNT6",0.181562042714601,3.85159322708409,0.69448574325216,0.75235955518984
"CLDN23",0.199733363198533,1.712021429322,0.710925753721347,0.766806380651409
"EDN1",-0.161192002838221,3.85228425611282,0.721278461788526,0.774590348094634
"SLC45A4",-0.0839974729971581,6.49496621169238,0.728588473371876,0.779053475856509
"PDGFB",-0.14090793121602,3.95371588221641,0.73204563158049,0.779376168105091
"NPR1",-0.1206327070627,2.96978362832925,0.7504187852684,0.795508326014141
"ITGA5",0.128499122460968,3.73892136414714,0.773403401036478,0.816370256649616
"ACVR1",-0.0628065654556532,4.52419853069169,0.797613269147775,0.838342457359576
"PSTPIP2",-0.0831245907337432,2.46501631242118,0.808753324999356,0.846449454554411
"FLVCR2",-0.0500648194062352,6.61093443586839,0.819714167068263,0.854301262725152
"HRCT1",0.137168325853424,2.52422925556561,0.832297901713341,0.863771351778131
"HAPLN3",0.0631627971213748,2.63843192315075,0.8889415220716,0.918696886827135
"PARVB",-0.0342943447262913,3.75359493463859,0.897028704223451,0.923192041429968
"FBXO41",-0.0360485215446448,5.02204246716243,0.904686189571405,0.927209497195589
"PFKFB3",-0.0236504675256612,6.7961724516233,0.917334266657236,0.936287453984865
"WNT2B",-0.0279628101698197,3.61352791330967,0.927054259247793,0.941792206606329
"MYH11",0.0415455834404167,9.53714420558224,0.930353434866171,0.941792206606329
"PRR5L",-0.0154381442567188,3.42636310377666,0.942772934592131,0.950469040180638
"RALB",-0.00810261293439949,7.33144160909616,0.955807225816535,0.959692621043432
"ACTA2",-0.00101724548229534,8.54547243858163,0.982000592671291,0.982000592671291
