"","logFC","logCPM","PValue","FDR"
"INHBB",-1.74734075921613,6.36115814354289,2.48626421676164e-05,0.000143438320197787
"ABCG1",-1.93788304802387,2.00716517023453,3.58925133690587e-05,0.00020393473505147
"ACSF2",1.13299231906302,5.09141350605588,3.83571590932654e-05,0.000214685591939918
"PKN3",-1.75382174647297,2.76568324307408,4.45118397032801e-05,0.00024546970424603
"MYO7A",1.44318462567126,8.72382069550686,4.95373725239419e-05,0.000269224850673598
"FGF17",-2.21520003889624,0.0561362708471862,7.05806824812584e-05,0.000378110799006742
"ALG5",-1.11211379939069,4.29915629358327,8.1613669917965e-05,0.000431058115763899
"CDKN1A",1.1304004084435,8.01046032709547,9.10429745346257e-05,0.000474182159034509
"PKP1",-2.56920124507646,-0.583369870238623,0.000101321121192539,0.000520485211605508
"FRMPD1",1.00274095481335,7.21095701513031,0.000110595211530444,0.000560448707079951
"HRAS",-1.12906749334103,4.51253822358398,0.000121498959075206,0.000607494795376028
"HMGCS2",0.995546233452546,7.79269550898079,0.000138207465819456,0.000681944732661792
"GPRASP1",1.19069167981578,6.78963218995939,0.0001556164332318,0.000757872239765262
"NUAK2",1.02308924823864,4.91302638787301,0.000163337870634248,0.000785278224203115
"TSPAN15",-0.854998544215156,4.72703631966431,0.000177969002360556,0.000844789568167194
"BMP4",-1.72573812772155,1.61556026999489,0.000180652733085173,0.000846809686336747
"RNF144A",-0.896415795831571,4.37296443984385,0.000191659188026936,0.00088731105568026
"RHOJ",1.26460237278634,4.81414234047735,0.00021027075218437,0.000961604049623641
"RAB3D",-1.31291550215411,3.1943110256175,0.000218844715688606,0.00098875624558105
"CLDN15",-0.994889000678475,4.23760074234353,0.0002285138144339,0.00102015095729419
"KRT10",-0.880689572083195,5.83884644236566,0.000246947379818348,0.00108947373449271
"DKK3",0.87935539144787,8.72733356850279,0.000266495689107359,0.00116204515599139
"KITLG",1.00541643792787,6.62524478290164,0.000287087872415613,0.00123744772592937
"KCNK6",-1.43287145990429,2.68905287322289,0.000299008363819319,0.00127418336854824
"ECI1",-0.953630267599507,4.30928103295379,0.000333460526469201,0.00140180824305088
"BOLA1",-0.938207775971298,3.74733054525027,0.000336433978332211,0.00140180824305088
"RHOB",1.27014802590704,8.71456472041704,0.000375568088760041,0.00154767069543973
"GDNF",-2.31167433784484,0.840291033824803,0.000415384625963045,0.00169314385582763
"REEP1",0.883601548476864,9.32749732197846,0.000444017183769571,0.00177322038102014
"ETFDH",-0.80198252447639,4.88415026160755,0.000444487242175716,0.00177322038102014
"USE1",-1.02873299526477,4.14994602065681,0.000494728074511101,0.00195287397833329
"SNX21",0.778544440218155,6.19688490327026,0.000568010102633608,0.00221878946341253
"DEPTOR",-1.25364426799792,2.50570642065508,0.000618655782718118,0.00239171050019891
"PHLDA1",1.13612652634469,6.39895052062612,0.000657887668544207,0.00251742730310283
"PIK3R1",0.834613994850926,6.64038246519607,0.000689275548125617,0.00258552473463232
"SLC25A53",1.11142963049152,3.23563968729306,0.000693790571617258,0.00258552473463232
"LYPLAL1",-0.863181502453626,4.80594405479784,0.000696367995194304,0.00258552473463232
"MRI1",0.987111341818663,4.31732907097534,0.000725076388546787,0.00266572201671613
"TBC1D14",-0.844835400904833,5.53928071879672,0.000743258196229322,0.00270603712219413
"PSMB10",-1.08042365935833,3.7527088183091,0.000758361681224226,0.00273447721595274
"PRND",0.960370541962289,10.1396749139851,0.000787212748540367,0.00281147410192988
"PLEKHH2",1.13324706400675,6.7766614598453,0.000823213705680143,0.00289776340789325
"HEXB",0.816165151984654,5.82007715438182,0.000826828492385541,0.00289776340789325
"RAB38",-1.42650735782022,2.25042796474316,0.000843870008089174,0.00293010419475408
"CLDN11",0.756960775119659,10.1461589583329,0.00086122410358514,0.00296292696187548
"FADD",-0.745457772368141,4.61450174186759,0.000869641493269215,0.00296468690887232
"CCDC51",-0.857427073683419,4.23733819212448,0.000962724075901475,0.00325244620236985
"BMP7",-1.95980716111772,1.56399334790673,0.00100969628244136,0.00338067951710278
"MFGE8",0.785265133557394,7.60514969379521,0.00102175200330714,0.00339076992247944
"MRO",0.905202869711139,8.93109145106228,0.00108734704624247,0.00357679949421866
"SPTBN4",-0.696019404637307,4.91934214660014,0.00118716976503167,0.00387120575553805
"PIK3CA",-0.850289634919213,4.39738407529983,0.00120017107761918,0.0038798633974758
"LAMA5",1.14581161397013,7.35256859014245,0.0012111223735896,0.00388180247945386
"PLA2G16",-0.835230216288323,7.21656879477796,0.00128837395841113,0.00409440876613706
"TPD52",-0.809601884772597,4.46541250993712,0.00131709549983825,0.00415051102890204
"NUDT6",-1.26292457174159,1.98443360336346,0.00143490043685243,0.00446052162676529
"ITGB5",0.875182282174552,6.68744348090224,0.00143926164490293,0.00446052162676529
"DECR1",-0.825468516325298,6.4266879811352,0.00152058523859787,0.00467393003667377
"TMEM206",-0.923303324964072,4.45080233551444,0.00159082379105612,0.00485007253370767
"CMBL",0.835578565998135,4.50468635735732,0.0018069472570573,0.00546455823706845
"PRKACB",0.822285948706696,6.05428924280678,0.00187999491090382,0.00563998473271145
"DRP2",-1.41568643862596,2.04865458001213,0.00209134205850736,0.00620897519452745
"SLC52A3",0.751498712332857,8.56515546737862,0.00211865931558638,0.00620897519452745
"HNF1A",-1.35336592783174,1.16631797625047,0.00211933019973204,0.00620897519452745
"CAMSAP3",0.722065636376148,7.34178347609601,0.00218623007262637,0.00635531997856503
"LAGE3",-0.762069569359124,4.04076608023006,0.00238822295643184,0.00688910468201492
"HSD17B3",0.748755703470768,6.33598824264062,0.00281175620911753,0.00804892044594712
"ITGB8",0.786839621830325,6.97693296912643,0.00307883498151923,0.0087466902884069
"PVRL2",0.695796828161822,8.22526277954051,0.00322713086105625,0.00909905317966987
"MPZL1",0.695836278121414,8.59290543601381,0.00334031705624247,0.0091954173240001
"CYP11A1",0.777409027642299,7.39245966473382,0.00334592233455274,0.0091954173240001
"FGF18",-1.8315380358612,0.474371629769219,0.00334912416410102,0.0091954173240001
"SDC4",0.65983055898299,8.30845475153458,0.00335939246236804,0.0091954173240001
"GAS6",0.619922242333736,9.26571512122487,0.00347896779999197,0.00945371684780427
"FSTL3",-0.91287020367239,7.60361329873195,0.00351895195376981,0.00949357541484661
"TSPAN13",-0.81927021599423,4.39466799726412,0.0036277525696233,0.00971719438291955
"PTS",-0.803311608165163,3.82847705430497,0.00377577519821801,0.0100419553144096
"NOTCH1",-0.729980115182667,5.30015672407539,0.00388859626034064,0.0102691802649841
"SERPINA5",0.705648570623473,11.7205205914825,0.00419922798813727,0.0109493406900284
"FAM122B",0.693612940138425,8.26628136726518,0.00420454682497091,0.0109493406900284
"HSD3B2",1.52405472494171,3.12421641360335,0.00459948962608547,0.0118952317916003
"PNMT",-1.21632569827511,2.26318708656886,0.00491415188641967,0.0125527704672895
"DLL1",0.826844690490735,3.64882764050283,0.00492068602317747,0.0125527704672895
"FHOD3",0.848810191563894,5.43596810638814,0.00495673491462086,0.0125592945471812
"TICAM1",0.847907986535293,3.57217404215381,0.00505828119854226,0.0127305734862641
"RIN3",0.672501371127049,6.60743506555438,0.00566600731616647,0.0141298157600738
"LINGO1",-1.19742188493163,4.02319239255969,0.00568960581272305,0.0141298157600738
"TMEM163",0.632684425883043,5.54762381485263,0.00617107786415755,0.0151851193418166
"HMGN5",0.706814776386471,7.69029123784298,0.00622197507060608,0.0151851193418166
"CRISPLD2",1.06603820942397,7.43134423309123,0.00623602234303935,0.0151851193418166
"SEMA6C",0.62559991313088,8.23538651736557,0.00652059383243026,0.0157539233681995
"ACCS",0.692043105162848,5.81092509958349,0.00655363212117098,0.0157539233681995
"RAB39B",0.88033212545328,3.1944065526988,0.00684004840609625,0.016337695237491
"RND3",-0.773956189200467,3.99014315288858,0.00703560657538889,0.0166984333276635
"SLC18B1",0.811786162196424,4.32301396371629,0.00734189680994402,0.0173157943630755
"CPT1C",-0.834681333374452,3.64780409130422,0.0074285923775782,0.0174107633849489
"PTPN7",0.702566137248207,7.17364051445968,0.00776229795037224,0.0180798865303701
"RBMS3",0.90689048438379,4.73818991993635,0.00807801929923415,0.0186991187482272
"CASP4",1.00996296853433,2.82085101681829,0.0083956975228253,0.0193152550371748
"ZFYVE21",-0.580903407694388,6.35747048149031,0.0092951146585332,0.0212540731521338
"DHCR7",0.644501820627654,7.79180047220415,0.00956698333387989,0.0217431439406361
"TMEM164",0.601173202330668,4.95901948827771,0.00999552382924906,0.0225802496142675
"MB21D2",-0.562517707749543,5.41956168431078,0.0102022087920878,0.0229091514792391
"PON2",0.593257512012809,6.96567744349807,0.0105170083047771,0.0234754649660203
"CLDN1",1.06708448213618,5.38890563497055,0.0105997099916186,0.0235200665494495
"RAB20",-0.581398369956034,4.95437951440749,0.0107556000197015,0.0237255882787533
"PDE4B",0.754388904595107,5.31786005857081,0.011418325762672,0.0249931581584167
"ACSL4",0.659408552144684,7.99552476087649,0.0114635285419938,0.0249931581584167
"DHH",0.630425849011937,6.95106202249687,0.0121232780912465,0.0262787819896962
"FOXO4",0.601422999539607,7.08671619176672,0.0127109480259732,0.0273942845387353
"ITGA3",0.722979420907519,5.49262659694689,0.0132237925853363,0.0283366983971492
"PDK4",0.678141224354729,5.8022660750253,0.013516671377129,0.0287997259455874
"ETFB",-0.655461845813782,6.09976850797852,0.0135967749423941,0.0288067265728688
"AOX1",0.661214609854041,6.60040540542748,0.0145672648384423,0.0306894624405385
"GUCY1B3",-0.92356298544996,2.65310041215932,0.0159858359146157,0.0334898797093905
"CTGF",1.025541822664,6.97987057363705,0.0163937503744444,0.0340324159212148
"DPM3",-0.644763692268467,4.68448659549868,0.0164263127513063,0.0340324159212148
"B3GNT1",0.527929625364798,5.67031403499239,0.0178385314867033,0.0367552159753501
"CLDN3",1.34394304186493,2.43068331218145,0.0192369841923949,0.0394200495745797
"ESPN",0.591828222020937,8.91393230782481,0.0199528070368591,0.0406646882544682
"PM20D2",-0.59073007196584,4.0469297450912,0.0210868785175877,0.0427436726707858
"CGN",0.601752174253398,7.08438860974215,0.0216778691985818,0.0437053814487537
"GPSM1",0.520966589034458,7.44583229895873,0.0220642155778928,0.0441956068857079
"PEPD",-0.469516516478157,5.63268144035382,0.0221567309187015,0.0441956068857079
"DAAM2",0.798285490091141,7.52807058377483,0.0227568280586177,0.0451524366242415
"PRRT1",0.740238877483848,4.09967051404149,0.024277078102439,0.047915285728498
"MARK4",0.524598759129374,8.26463125659382,0.025390657019802,0.0498507664001348
"MSN",0.765753279026411,7.07958496383015,0.0261116696636306,0.0509993548117785
"ASAH2",1.83291857621169,0.171470848691297,0.0262537078871479,0.051011090454303
"IFI30",-0.847648594141478,2.44629488816021,0.0267644028782369,0.0517353148419528
"WT1",0.554528672229249,7.76233786890413,0.0274975747048249,0.0528799513554324
"UNC119",0.498515522588353,7.3881872335163,0.0277953556276745,0.053179889593765
"PTGES",0.699971859943858,6.51150549252863,0.0329571087384857,0.0627356130808739
"IFI27",0.690165266716066,6.60261487972606,0.0343937534918113,0.065139684643582
"CLCF1",-0.998523563540057,1.92851430540289,0.0364179139632419,0.0686267222925413
"F8A1",0.892665461242006,2.08447930944832,0.0382105702216982,0.0716448191656842
"SH3BP4",0.512212466695958,7.04205147238121,0.0396691865181708,0.0740096763398708
"TF",-0.74777690243158,6.72864069787171,0.0399454043298815,0.0741560723945819
"SFXN1",0.523517489074391,5.42570359775664,0.0401783347043425,0.0742210616459528
"B3GNT2",0.450303216893522,5.48421415832121,0.0404021317248288,0.0742686244941705
"TSPAN17",0.463773222542662,7.31759050908524,0.041876689297536,0.0766036999345171
"DERA",-0.567579016064208,4.00168724558355,0.0448213935911463,0.0815923427023294
"DDR1",0.530052283957022,6.88045613016075,0.046633814686933,0.0844815483458931
"AKT1",0.457398203887938,7.61979056755071,0.0469088606419259,0.0845712631765491
"PXMP4",-0.519480637525488,3.66662573374292,0.0473260488251693,0.0849151593753037
"JAM3",0.420759412426658,8.32126864278551,0.0501801656912879,0.0896074387344426
"ADRA2C",-0.60097589715614,3.41928548129788,0.0507897045444858,0.0902660625790625
"SHC4",0.534294001844321,6.72356003799765,0.0522255481006937,0.0923800968762271
"CLDN16",-1.2737853990767,-0.396084795707393,0.052709212375376,0.0927979091115775
"LPAR2",0.424232488979572,7.70996923357207,0.053827011679225,0.0943230344846232
"HSD17B11",0.46395861869896,4.77862467624561,0.0547785721941,0.095544021268779
"KCND1",0.705191906975047,3.4888027910037,0.0557998759087006,0.0968747845637163
"TMEM98",-0.517610585348731,5.26511072514957,0.056631603356304,0.0978656740028296
"MDP1",-0.90335400188763,0.727877194538183,0.0571948285810933,0.0983855996234403
"KHK",0.604718787278473,4.25053159710429,0.0582242729710732,0.099417865611934
"TUBG2",0.406213759124194,5.18936863296543,0.058325147825668,0.099417865611934
"BDH2",0.450044450959113,5.14965943696125,0.0622053442673932,0.105552054752364
"TAGLN",-0.565509862195851,7.38266229101764,0.0656809237382398,0.110947506314594
"FAM110B",0.423126772680614,6.0557910791995,0.0681738687230886,0.114642155924476
"PRKAR1B",-0.399584606085515,5.0738069183487,0.0709509709260096,0.118779527219882
"PIK3R2",0.462311308262334,7.12453689374883,0.0725859395390423,0.120461170733328
"FADS1",0.476308010532652,6.64310277092742,0.0725979322286187,0.120461170733328
"RNASEL",0.529724070363472,3.84262064155166,0.0738522095147126,0.122002548757785
"BEX4",0.394600054123907,7.12347678449614,0.0762970890528815,0.12548863331066
"EPN1",-0.405095705882696,8.15764065029651,0.0778241566925423,0.127441304627526
"IDUA",0.404491089321748,4.32412818106765,0.0784084841354342,0.127839919786034
"CPT2",-0.424754413022987,6.07441012472822,0.0795917652171997,0.129207411066883
"IL8",1.92578631207613,2.31373814561342,0.0823149023025953,0.133052105014971
"RRAD",-0.724396436115088,3.40917422364457,0.0829824617833894,0.133113044576616
"ADORA1",0.460012511100696,7.52422223601427,0.0830625398158085,0.133113044576616
"KCNH2",0.386330385037682,8.2366768001579,0.0848382595784816,0.135380201455024
"ITGB4",-0.625613182853375,3.39408185226521,0.0862819060548588,0.137100486315983
"NMT2",0.379588747798426,6.60333795918207,0.0897494442702176,0.141656449016176
"RGN",0.628455033354038,3.84721072433416,0.0899900210303578,0.141656449016176
"SEPP1",0.761568063522331,4.92446926599946,0.0902823768396431,0.141656449016176
"GHR",0.548142634041686,3.5673479856993,0.0954842299934582,0.149194109364778
"WDR45",0.391965232116917,4.50578747522297,0.0973162644882558,0.151425722751435
"TMOD4",1.02008630825579,0.53602368166097,0.0979407507184282,0.151767692228969
"GALT",0.435044469121194,4.2897683441449,0.10597427480673,0.163540547541251
"LGALS4",0.784819397496101,0.980739199686468,0.107213700681177,0.164775154735416
"SIN3B",0.407809543446747,8.62272963732882,0.115248405059484,0.176400619989007
"SLC1A3",0.709217824388744,3.26489827373452,0.116139728141097,0.176813656158991
"MRAP",1.06789275812714,0.3367024994763,0.116461261523389,0.176813656158991
"NOL3",0.559690076081842,3.91233552564484,0.121348926583129,0.183491320438199
"PVRL1",0.395373415208551,4.31042018352872,0.123267963612411,0.185644523512668
"WBP1",-0.649382667029959,1.95497203432356,0.125741237900186,0.188611856850279
"GJB1",0.371918288934533,5.4429685547845,0.131799236440539,0.196911209821523
"LIF",0.851889999213087,2.37896062787855,0.132782758637012,0.197593390828887
"ANG",0.409425068349347,4.41104913952777,0.144727317194185,0.214516774497309
"ACSM5",0.955943017681398,1.40841558917988,0.146053626739486,0.215630354438218
"TYRO3",0.298740827353524,7.82882549958837,0.152017390009793,0.223554985308519
"RAB17",0.891632682311622,2.66653715234076,0.162580079638869,0.238154413533499
"PKP3",-0.760574894163085,1.01363921485861,0.165541133939434,0.24154834718789
"DSC2",-0.740751665456886,1.7400008240583,0.170332221571167,0.247575903446464
"RAB40A",0.488920941265308,2.59390471341649,0.178808644480369,0.25889282501984
"NNMT",-0.656853616472436,1.37800589012354,0.181048164590069,0.261127160466446
"ADRA2B",1.09509944808407,4.54507235184468,0.182629403689914,0.262398568519992
"RAB44",0.86373378712723,0.323363719602899,0.188198688118587,0.269368351314771
"PCBD1",0.283410287095724,5.30270723870895,0.196063344322138,0.279558000459322
"GRIA3",0.88046184347098,2.06721965189344,0.201570487052626,0.286321714563389
"RAB27A",-0.310089629311953,4.98238669896923,0.202429439927249,0.286456754614031
"MYZAP",-0.531370974361174,2.27500316322683,0.211118848549137,0.297629955661378
"CYP17A1",0.90743691836834,7.19634678733676,0.217016085560986,0.304797872978912
"ARAF",0.254502819313103,5.90257119250717,0.226036138080999,0.316281909628263
"CYTIP",-0.447208316885023,2.90449568866764,0.231634926925917,0.322911143484085
"BMP2",-0.55522596064775,1.73001764736725,0.232538210774385,0.322969737186646
"LDHD",0.420698974105015,3.0159132555892,0.25304531705194,0.349431288006884
"STAR",0.40029374364522,8.18540505535037,0.253454160900993,0.349431288006884
"CASQ2",-0.603903299935249,1.72755386512729,0.265244105981381,0.364346299424974
"WNT5A",-0.310914440487983,4.2094073982793,0.270499579570709,0.370209278609547
"STRA6",-0.283031298068636,4.63551619640604,0.275235545001521,0.374735391690535
"PLAU",-0.561621508138265,2.17299360708844,0.275805248284234,0.374735391690535
"RPH3AL",0.36666697607561,2.99903070650401,0.30278432839514,0.409906581762374
"DSC3",1.05063448905325,0.0442114745186888,0.311932534639073,0.41958750098605
"CHGA",-0.345586501705044,8.49464353184829,0.312173100733621,0.41958750098605
"LZTS1",-0.364950238569508,6.18513957397545,0.316900363356609,0.424420129495459
"BCAR1",-0.20557281202715,7.94829853376963,0.320298831715673,0.426117392067754
"PSRC1",0.250440230769184,5.25421080835332,0.320440278834951,0.426117392067754
"IDH1",0.220722123366207,7.62685344564162,0.331418504515019,0.43915879573545
"WNT4",-0.39139080840393,2.41587338350388,0.333063008658061,0.43978390227737
"ZCCHC12",-0.648822787162901,0.815554656049191,0.335057777203692,0.440865496320647
"FXYD1",0.565881839665986,1.24717690735462,0.346439468870658,0.454247555337401
"CDH2",0.213108326971318,8.05186036571802,0.352276134477141,0.4602911164771
"S100B",0.610564504587518,1.58168570064505,0.357028149072708,0.464880402438421
"CST9L",-0.244093389202941,7.13445475245143,0.363785166142005,0.472039575443779
"RASL11B",-0.243974818636769,4.60940375995274,0.367598997989924,0.475343531883523
"RHOQ",-0.203143725135841,5.21270804498009,0.374302801835833,0.482348971437929
"OLFML2B",-0.228485952643676,6.17105161248421,0.378176317711143,0.48567164089616
"SHPK",0.210276946884766,5.01707677765873,0.383582503236598,0.488807914853613
"SPSB1",-0.199749649339518,5.27857068098973,0.383759207464307,0.488807914853613
"IGSF8",0.218899636973069,7.50779217548228,0.384528893018176,0.488807914853613
"EBF1",0.277484762962759,4.80003502374127,0.394662270275451,0.499994430247615
"RAB11FIP1",0.248919333238939,6.35040625477785,0.396433409616576,0.500547234364364
"NPPC",-0.769478551399547,-0.836002012647458,0.402941536753768,0.506657560518441
"CLDN2",-0.667144901859813,-0.638943962094947,0.403974961586703,0.506657560518441
"GADD45A",0.246039467504546,4.80114284808585,0.40703925593744,0.5087990699218
"PGBD5",-0.188813838683526,5.6721298409232,0.416051653049155,0.516713132625882
"PIM2",0.190390953480561,5.35739963984186,0.416126309474711,0.516713132625882
"P2RY14",0.47449683656158,1.21364854529342,0.426648605674317,0.528030452567224
"FGF10",0.626100484796263,0.408251269465974,0.436841864949364,0.538867432092143
"TTYH1",-0.170693487592628,7.70467115203623,0.438338427216003,0.538940689200004
"TFPI",0.307805679056146,4.00949832918421,0.440305061831487,0.539589536558196
"HBEGF",-0.270305138286695,4.25195544930227,0.455702144996974,0.555067421532561
"EBP",0.230922532940986,5.6379391538636,0.455895375552077,0.555067421532561
"APOC1",0.362406017488593,3.12469383062447,0.459447759734529,0.557582232687535
"NAB2",-0.159684971369705,6.28653810202348,0.466051579145563,0.560791831337854
"CDH23",0.198852102857794,6.59911133329026,0.466140318883078,0.560791831337854
"FZD8",-0.216344595058021,4.22044854224807,0.466578803673094,0.560791831337854
"CLDN12",0.174219453319864,5.94142436865824,0.473884075812495,0.567752486995801
"SNX18",0.167915413640165,6.27169986886784,0.480200866163647,0.573488295577604
"MGST2",0.159926233847303,6.04627254591579,0.498812954936852,0.593824946353396
"SLC31A2",0.182160225221837,5.8511002051528,0.500767589686698,0.594265335862379
"RAB6C",0.33384832340052,1.994929997042,0.50806451466283,0.601022690847197
"TPBGL",-0.174003910352424,4.91399285387674,0.515804240555305,0.608259717635974
"TMEM176A",0.408531542078195,2.14897552739125,0.518091328647298,0.609041530541494
"ZFPM1",0.151343772402666,5.50081723251634,0.527651641646342,0.618341767554307
"DTX4",-0.167152681716529,4.34889719085004,0.536800432852706,0.627103309407366
"TSPAN2",-0.285217874126266,1.83916034989477,0.542990951300132,0.632365238315371
"SYCN",0.188352611741023,4.87304293856317,0.553309419921315,0.642387097431868
"SARDH",0.253481729707922,2.038015575081,0.55798214086581,0.645812663039131
"RAB12",0.127766005261153,5.74982039743032,0.567805227782243,0.655159878210281
"FASN",0.1646941628723,8.06892809363599,0.570166930281454,0.655866867655047
"LIMS2",-0.15193825134859,4.67989235097557,0.586719796081838,0.672843802846144
"EFNB2",-0.135114891569565,5.98084551255857,0.598112840133157,0.683818033688823
"WNT6",0.21626541389855,3.84265771728591,0.614930534348837,0.698636990967102
"ACP5",0.243687240922118,3.44037901330281,0.615960064268792,0.698636990967102
"HPCAL1",-0.11705785255257,7.37565518713882,0.616663584026962,0.698636990967102
"PECR",0.282630889559706,1.1332029050124,0.621066567472858,0.701505912055186
"NMI",0.153358108795965,3.5203917481226,0.635008156805858,0.715099275682272
"PYCARD",0.203314756345191,1.82642589306966,0.643808127110602,0.722838466067292
"CLDN23",0.224737423587422,1.71974806581985,0.646507473715581,0.723702395950278
"CLDN5",-0.191650269574,3.68973847548411,0.6578808382813,0.734242007010379
"SESN2",-0.108542740570005,6.20114326609989,0.678915839788565,0.755470148132676
