"","logFC","logCPM","PValue","FDR"
"LYPLAL1",-0.783421130566209,4.78239106301478,0.000194460962225498,0.000921889006106065
"CMBL",0.86546089948748,4.50551474402074,0.000242547533689872,0.00110878872543941
"CCDC51",-0.798858596435873,4.22376908700041,0.000263063729766285,0.00116110887620981
"FADD",-0.689306766019125,4.60393200612167,0.000295848510446235,0.00126228697790394
"DEPTOR",-1.16776775252124,2.48282043473093,0.000327990432583703,0.00135428307647465
"PSMB10",-0.986038197305879,3.72289359320165,0.000383853491471988,0.00153541396588795
"LAGE3",-0.691069015519881,4.02932910506505,0.000509118652368501,0.00197476325767176
"TBC1D14",-0.831255374431941,5.55261571068315,0.000833415796045545,0.00313756534981852
"CYP11A1",0.850820978589073,7.38630204841187,0.000868944787433033,0.00317785522261224
"HSD3B2",1.58573621080392,3.11723959379495,0.00102673465192018,0.0036506120957162
"NUDT6",-1.19192831626292,1.96876990300972,0.0013025155338564,0.0045059996846924
"TICAM1",0.877297367336205,3.58082348570144,0.00139495099409658,0.00469878229590426
"ACCS",0.727336181420076,5.81794247103715,0.00173106820216249,0.00566213566162215
"CASP4",1.04657068645987,2.82476270201181,0.00180490382706423,0.00566213566162215
"HNF1A",-1.31840192830361,1.163365312466,0.00181365282911334,0.00566213566162215
"PTS",-0.717970627970847,3.80867445951759,0.00195671893919056,0.00596333390991409
"TMEM164",0.639974798322813,4.96339175319459,0.00240894379828575,0.00706618011684377
"PLA2G16",-0.74385798558188,7.191372921785,0.0024765278787581,0.00706618011684377
"RBMS3",0.964947044223473,4.74429704206823,0.00248420394732789,0.00706618011684377
"HSD17B3",0.758281172176802,6.34526212570703,0.0027250667977729,0.00755419360156679
"PDK4",0.732481041036767,5.8056274349954,0.0027738054630753,0.00755419360156679
"B3GNT1",0.578667789310189,5.67071887704625,0.0029243722535901,0.00779832600957361
"DECR1",-0.732376088731208,6.40945293596374,0.00307821397856961,0.00804104876034511
"LINGO1",-1.18673239646816,4.01764223560518,0.00319057370338313,0.00816786868066082
"FGF18",-1.76805996281446,0.469618259082217,0.00334902695055217,0.00840540097393485
"PRRT1",0.806974394878833,4.10085138643873,0.00360116672183325,0.00886441039220493
"CPT1C",-0.796694329594567,3.63832509705859,0.00575394756404572,0.0138963261924123
"AOX1",0.707910706996316,6.60013286002551,0.00640992315186974,0.0151938919155431
"PON2",0.640932279581777,6.9752611088444,0.00789029536473044,0.0183628692124636
"HSD17B11",0.508917246072953,4.78007959565638,0.0105349514763169,0.0240798890887243
"ZFYVE21",-0.519444721354368,6.34795972435799,0.0125573632732975,0.0281989912102119
"DHCR7",0.672386407552152,7.7988461656198,0.0138366238875368,0.0305359975449087
"DPM3",-0.552151421604286,4.65982677357594,0.0152955473845917,0.0331835604275887
"BDH2",0.506012221596089,5.15383882507074,0.0167796464441758,0.0357965790809083
"IFI27",0.746709000611892,6.59913985173163,0.0173798335915532,0.0364691590117838
"RNASEL",0.584057739729248,3.84024825256728,0.0186367999745622,0.0384759741410315
"PEPD",-0.413220294815038,5.62539216185526,0.0192506060836208,0.0391123425191026
"ETFB",-0.561981791492234,6.0764713587426,0.0196516342317502,0.0393032684635005
"WDR45",0.4543960678227,4.50575508152716,0.02025335293245,0.0396152835905498
"ASAH2",1.88178240877077,0.195406587109793,0.0204266306013772,0.0396152835905498
"IDUA",0.456768253546985,4.32907658086114,0.0226538440212309,0.0432789855927994
"IFI30",-0.77572928014283,2.42642559785944,0.0239445752153427,0.0450721415818215
"DERA",-0.486044166899489,3.98320508994856,0.0299231732046083,0.0555096546404329
"F8A1",0.91659433806724,2.10875780960986,0.0309699591474877,0.0566307824411204
"PXMP4",-0.468533636483214,3.66127574555618,0.0368130112876266,0.0663671189410733
"RGN",0.678366772618291,3.84766055369763,0.0385090199550749,0.0684604799201331
"NOL3",0.616766598670137,3.90408320349346,0.0432335374412473,0.0751810419288177
"GHR",0.59772476476348,3.56897986354202,0.0434640398650978,0.0751810419288177
"GALT",0.470173373923479,4.29258038349583,0.047937332164176,0.081813046893527
"FADS1",0.502276346489771,6.64328708031138,0.0556191106403168,0.093674291604744
"SEPP1",0.813961676000148,4.92532414962357,0.0589423153023532,0.0979820306324833
"SLC1A3",0.77362174298304,3.2659215262226,0.0605840855698762,0.0994200378582584
"TMEM98",-0.435474784457215,5.24796692432197,0.062665043420313,0.101533234908861
"MDP1",-0.826207324210701,0.722252301559368,0.064044287325549,0.102470859720878
"PCBD1",0.33142935307345,5.3057572985624,0.0662199566574804,0.104643882125401
"TMOD4",1.06261784818128,0.54196246738773,0.0772342588443936,0.120560794293688
"MRAP",1.08523984145202,0.347433611743891,0.0977621871200478,0.15076578254658
"ACSM5",0.984018675892647,1.4128605251588,0.10613440379271,0.160271766369448
"CPT2",-0.398204911619332,6.08316784184621,0.106430469854711,0.160271766369448
"WBP1",-0.613778956373789,1.95629543722983,0.122200957355507,0.181880494668662
"GRIA3",0.940073923927719,2.06411641724367,0.138858639816003,0.203743578577472
"ANG",0.418665879907738,4.43101691455691,0.140073710272012,0.203743578577472
"CYP17A1",1.03142383405226,7.14817703690475,0.144122179222968,0.207276842028539
"STAR",0.489938183000535,8.16947313504736,0.153719622820949,0.218623463567572
"RPH3AL",0.417995504238985,3.00689125922397,0.18088527742578,0.254432038576921
"LDHD",0.440422543055405,3.02767237277149,0.199664369285896,0.277793905093421
"EBP",0.325625085852042,5.61974890023583,0.203323842557633,0.279843568251366
"NNMT",-0.577237802548246,1.37184525957998,0.215562248306989,0.293531572162708
"FXYD1",0.618361907619054,1.24809689674607,0.232306904902981,0.313002987658753
"EBF1",0.331971969729678,4.79197185567394,0.243971139588904,0.325294852785206
"S100B",0.650378890752191,1.58833033154701,0.267586548674806,0.353103899282218
"APOC1",0.450761139789684,3.10518341307313,0.278914766687455,0.36429683812239
"IDH1",0.264495383576789,7.63367495616638,0.287254558931559,0.371399833770096
"TFPI",0.366156511499449,4.00340501243398,0.292500036708441,0.374400046986804
"SHPK",0.236091120980495,5.0339995269026,0.324314867616743,0.411012901534091
"MGST2",0.216268221828359,6.05332068254397,0.349629848518207,0.438751182454221
"P2RY14",0.492655373893484,1.21058847998547,0.371719969977441,0.460036560373323
"SLC31A2",0.237336232386728,5.85448997534033,0.373779705303325,0.460036560373323
"SARDH",0.313640644033616,2.03965774636621,0.390197430735053,0.475669248896065
"TMEM176A",0.462733908930243,2.14630740986641,0.416991822243834,0.503537294785007
"NMI",0.21364641111654,3.51688499236604,0.4297314079718,0.514071217012995
"PECR",0.335398097546033,1.13409908375683,0.470527450800155,0.552794214504102
"ACP5",0.31994803345219,3.43829622090467,0.470738823288649,0.552794214504102
"TRADD",0.141093502517973,4.06489759064213,0.482848801229846,0.560919388818631
"PTMS",0.217927943378521,6.52787362353939,0.486422282491156,0.560919388818631
"PYCARD",0.245837129645598,1.82548206881091,0.529010213852614,0.604583101545844
"CFB",0.166700613890561,2.23791314692796,0.676855510614576,0.766703587244829
"CYB5A",0.104473944247679,5.86436988876143,0.689085444706079,0.773709973003317
"ECHDC2",0.0866845755108841,6.75026852973772,0.706523292301062,0.786391142735095
"EXTL1",0.115316468021307,2.53655406075547,0.781527562681006,0.862375241579041
"FAM110C",0.0555395083913514,5.06982158687924,0.813048431915538,0.889488882779392
"ELOVL6",0.0963760260271483,2.30663752382511,0.824882699780708,0.894788013321446
"FAM46A",0.0516110645413779,4.57579349433797,0.850067684124564,0.914358517377683
"MRPL16",0.0422567576015915,6.33332573758204,0.865011006141715,0.922678406551163
"GLA",-0.0316023877065437,3.52800007826624,0.902175862213911,0.954367854242815
"FABP3",0.0406561738742123,4.42101729360044,0.911356188780488,0.95617698495002
"MDH1",0.0261998794609376,7.0766378918909,0.924673002808242,0.962261336255732
"PHYH",-0.0128163086675537,5.64497527956981,0.938631363020095,0.967037675225299
"G0S2",-0.0081091962739757,5.58381419119732,0.949790196929665,0.967037675225299
"TMEM223",-0.00975883316621436,3.76708686193404,0.957373279357135,0.967037675225299
"HSD17B10",-0.00579025622228928,5.13939958384434,0.959482693387601,0.967037675225299
"DOK1",0.0116290108083811,3.65290524740752,1,1
